customer_id,snapshot_date,customer_type,gender,primary_channel,total_views_7d,add_to_cart_7d,purchase_7d,recency_days,orders_30d,orders_90d,orders_365d,revenue_30d,revenue_90d,revenue_365d,aov_90d,channel_web_orders_90d,channel_store_orders_90d,channel_marketplace_orders_90d,avg_discount_rate_90d,discounted_line_ratio_90d,interest_top_category_90d,top_category_share_90d,unique_categories_90d,unique_products_90d,category_mix_entropy_90d,tickets_30d,open_tickets,avg_resolution_time_hours_90d,csat_avg_90d,churn_label_30d,future_revenue_6m,future_revenue_12m,segment_hint
cust_229755d8ebf9,2025-12-02,retail,female,web,20,2,0,1,2,3,7,51229.27,165218.58,557592.1,55072.86,2,0,1,0.2813,0.335,Chưa rõ,0.768,3,6,0.2549,1,1,18.81,3.79,0,288399.88,1218332.82,Regular
cust_066eca99c22b,2025-02-01,vip,male,web,28,2,0,54,1,2,7,631955.88,1104435.76,3437510.09,552217.88,1,0,1,0.3577,0.3011,Chưa rõ,0.3297,2,7,0.4646,0,0,31.86,4.64,0,1318498.81,8866767.16,Regular
cust_1a83f951245a,2025-03-08,wholesale,female,web,25,2,0,12,1,2,6,230725.91,344371.65,1348478.89,172185.83,2,0,0,0.278,0.7055,Chưa rõ,0.8491,2,6,0.1046,1,0,22.13,4.67,0,596495.09,3533002.48,Regular
cust_324f3abebd1b,2025-07-03,retail,female,web,29,4,1,30,3,5,9,377866.35,843757.06,3559414.74,168751.41,3,0,2,0.3456,0.6032,Chưa rõ,0.894,4,13,0.1469,0,0,12.6,5.0,0,1815433.68,9180497.28,Loyal Budget
cust_8d2819f8ab8e,2025-12-17,unknown,other,web,30,4,1,8,1,3,6,64445.27,109701.06,294412.84,36567.02,3,0,0,0.3336,0.8394,Chưa rõ,0.423,3,6,0.6339,3,0,21.39,4.13,0,126105.48,341163.44,Regular
cust_89d1a74f1c6a,2025-10-30,retail,female,web,20,1,0,92,0,1,3,403966.17,676816.24,1934478.99,676816.24,1,0,0,0.2914,0.4568,Chưa rõ,0.95,1,2,0.0,2,0,6.15,3.61,1,333432.88,1453403.55,At-risk Dormant
cust_9dc790e4fe69,2025-09-27,wholesale,female,web,26,1,0,38,2,3,8,1149289.2,1904393.02,5135912.76,634797.67,3,0,0,0.387,0.6783,Chưa rõ,0.6598,2,7,0.2358,0,0,12.37,3.54,0,2652958.04,5867579.02,Regular
cust_a34533f251bf,2025-08-13,unknown,female,web,38,4,1,5,1,2,5,561459.5,749709.67,2151658.6,374854.83,2,0,0,0.3501,0.3673,Chưa rõ,0.4234,5,4,0.928,0,0,5.49,3.89,0,1597766.87,4764798.49,Regular
cust_7d0405582f04,2025-09-04,retail,female,store,37,3,1,15,1,2,4,723780.98,1160368.67,6047181.44,580184.34,1,1,0,0.2452,0.6606,Chưa rõ,0.15,3,7,0.9338,0,0,5.2,3.81,0,2178814.37,14704447.43,Regular
cust_d5edf76dcd03,2025-07-14,retail,female,store,11,2,0,123,0,1,7,119370.21,340256.21,1159893.99,340256.21,0,1,0,0.355,0.626,Chưa rõ,0.343,4,2,0.9107,2,2,74.1,3.13,1,249414.0,752452.29,At-risk Dormant
cust_e4502c6092ba,2026-02-18,wholesale,female,web,32,4,3,1,1,2,3,41081.75,104324.41,722038.69,52162.21,2,0,0,0.3145,0.6524,Chưa rõ,0.6105,1,7,0.0,0,0,42.01,3.56,0,216071.4,1971852.98,Regular
cust_0a23b37d7fdf,2025-11-21,retail,male,web,14,2,0,56,0,1,2,275384.47,643953.39,1564224.26,643953.39,1,0,0,0.2958,0.3774,Chưa rõ,0.95,2,4,0.0347,0,0,4.96,4.26,0,798168.35,4160823.5,New / One-time
cust_e9347bc3af41,2025-05-17,retail,female,store,31,4,1,41,1,3,7,245975.45,719631.38,1688669.41,239877.13,0,3,0,0.2909,0.6168,Chưa rõ,0.6683,4,9,0.4598,0,0,13.8,4.09,0,874637.0,3844868.6,Regular
cust_d4b3035b1dd3,2025-11-07,vip,male,marketplace,13,2,0,122,0,1,5,138121.17,291021.5,1457547.73,291021.5,0,0,1,0.3135,0.5458,Chưa rõ,0.6268,1,4,0.0,0,0,68.53,2.93,1,269668.69,1408197.3,At-risk Dormant
cust_3b9d44d78a68,2026-03-03,retail,female,store,14,2,0,99,0,1,3,201115.8,401507.18,1121755.38,401507.18,0,1,0,0.366,0.783,Chưa rõ,0.3192,2,4,0.4719,0,0,28.01,2.4,1,388809.75,1650165.51,At-risk Dormant
cust_6d838ac72afa,2025-12-01,retail,female,web,14,2,0,114,0,1,4,216027.49,373993.32,1655961.35,373993.32,1,0,0,0.3886,0.4979,Chưa rõ,0.3286,5,2,1.0806,1,0,21.72,3.7,1,306600.61,1015096.4,At-risk Dormant
cust_3acc8cad4ea6,2025-11-11,retail,female,web,28,1,0,1,1,1,4,308903.78,425467.34,1748721.07,425467.34,1,0,0,0.3453,0.6061,Chưa rõ,0.5468,1,3,0.0,1,0,7.73,4.42,0,917309.17,4381898.47,New / One-time
cust_812922a57be3,2026-03-17,retail,female,store,23,2,1,59,2,3,6,580782.62,951061.51,3302872.87,317020.5,0,3,0,0.437,0.6681,Chưa rõ,0.3881,2,6,0.4241,0,0,17.75,2.95,1,719809.08,2893526.92,Regular
cust_dcb528908a7a,2025-04-07,retail,female,web,31,2,0,70,1,2,5,329141.75,444047.67,1607804.1,222023.84,2,0,0,0.2815,0.8182,Chưa rõ,0.5179,1,6,0.0,0,0,46.37,3.17,1,315888.48,2467900.3,At-risk Dormant
cust_4821dbb0d8ea,2025-09-30,retail,female,web,38,4,4,33,1,2,5,106303.36,424415.4,1000526.09,212207.7,2,0,0,0.2871,0.6908,Chưa rõ,0.7413,4,4,0.3586,0,0,18.75,4.38,0,829487.5,2490338.3,Regular
cust_8f2005aa11a4,2025-05-27,vip,male,web,20,3,0,46,0,1,5,97770.43,247868.06,1790889.5,247868.06,1,0,0,0.3606,0.8185,Chưa rõ,0.2345,3,3,0.841,1,0,56.48,4.31,0,247562.37,1872573.63,New / One-time
cust_40c40f329797,2025-10-24,vip,female,web,30,1,1,18,1,3,7,136770.66,226686.95,1044300.31,75562.32,3,0,0,0.3489,0.2633,Chưa rõ,0.168,4,7,1.1534,2,0,26.13,4.24,0,212664.85,2054148.68,Regular
cust_adb69c8ee3fd,2025-09-08,wholesale,female,web,39,5,1,47,1,2,4,166857.41,334693.64,1241983.63,167346.82,2,0,0,0.3007,0.923,Chưa rõ,0.1873,3,8,0.8928,1,1,32.93,1.47,1,290773.14,904403.49,Regular
cust_86bccc96ef1d,2025-07-28,retail,female,web,33,5,0,67,1,1,3,2700466.12,4439923.71,18619353.44,4439923.71,1,0,0,0.3737,0.8436,Chưa rõ,0.6365,1,2,0.0,0,0,45.52,3.29,1,2588623.51,15278702.98,At-risk Dormant
cust_26f7a22b8932,2025-08-25,retail,female,store,24,4,2,53,1,2,7,1835094.45,2930204.11,6797869.87,1465102.06,0,2,0,0.3559,0.7125,Chưa rõ,0.4805,3,7,0.5707,1,1,11.13,1.99,1,1354076.2,9254820.03,Regular
cust_927d952e7a21,2025-08-30,retail,male,web,25,3,2,40,1,2,5,998531.73,2461432.48,5731070.03,1230716.24,1,0,1,0.3998,0.5258,Chưa rõ,0.3458,4,8,0.907,1,0,8.37,4.23,0,4687459.21,13326017.5,Regular
cust_4d7aea1af4a0,2025-12-26,retail,female,web,30,2,1,71,0,0,1,1020110.75,1894793.18,5694851.6,0.0,0,0,0,0.3124,0.7301,Chưa rõ,0.4206,2,1,0.4016,0,0,4.48,3.37,0,4140952.79,8261505.39,At-risk Dormant
cust_6f47b39d17f8,2025-04-23,vip,female,web,13,1,0,144,0,1,3,1083950.27,2087388.82,9465164.74,2087388.82,1,0,0,0.2878,0.3469,Chưa rõ,0.15,3,4,0.9338,0,0,76.47,3.44,1,1722669.96,9165876.77,At-risk Dormant
cust_84e2d5a1250c,2025-07-15,retail,female,web,14,1,1,58,0,1,2,543844.46,1117218.46,4093093.91,1117218.46,1,0,0,0.3511,0.7209,Chưa rõ,0.5971,3,4,0.4427,2,0,11.99,3.47,0,2090106.2,4709398.35,Regular
cust_7f59319c2e48,2025-07-21,retail,female,web,26,2,1,32,1,2,5,776546.34,1294927.17,7713656.22,647463.59,2,0,0,0.3936,0.738,Chưa rõ,0.3922,2,6,0.4213,0,0,13.77,4.29,0,1428159.65,15141883.54,Regular
cust_1750edcd0a18,2026-02-01,retail,female,web,19,2,1,115,1,2,5,65020.7,109581.41,335684.65,54790.7,1,0,1,0.3336,0.6969,Chưa rõ,0.3486,1,4,0.0,1,1,29.35,2.31,1,75896.86,350575.68,At-risk Dormant
cust_392b9b533ec9,2025-08-14,retail,female,web,30,2,0,49,0,1,4,653656.22,2047068.67,7722744.78,2047068.67,1,0,0,0.2626,0.7003,Chưa rõ,0.6761,4,3,0.449,0,0,3.75,4.75,0,2526489.47,14189240.0,Regular
cust_2796c9c17bf4,2026-01-16,retail,male,web,18,1,0,53,0,1,2,134417.86,270241.84,1259568.34,270241.84,1,0,0,0.2344,0.3352,Chưa rõ,0.419,2,4,0.4027,0,0,14.73,4.36,0,418377.82,2446717.82,New / One-time
cust_fb0c0a434e2e,2025-12-13,unknown,male,store,27,3,1,46,2,3,5,37021.3,62604.61,233766.35,20868.2,0,3,0,0.3363,0.569,Chưa rõ,0.2438,4,11,1.0483,2,0,25.85,2.83,1,46197.58,327164.54,Regular
cust_460516165361,2025-03-25,retail,female,web,37,5,0,69,1,1,2,88296.52,137058.49,376753.6,137058.49,1,0,0,0.2863,0.4815,Chưa rõ,0.4462,4,3,0.7677,1,1,39.31,2.38,1,72053.73,377829.49,At-risk Dormant
cust_72640e1fa84d,2025-06-19,retail,female,web,22,3,0,37,0,1,2,64060.09,104411.47,618227.55,104411.47,1,0,0,0.3157,0.828,Chưa rõ,0.5412,2,3,0.318,0,0,21.87,4.72,0,101292.7,939066.89,New / One-time
cust_cbc978fb64fd,2026-02-18,retail,female,web,25,1,4,25,2,4,11,65957.26,187973.91,595468.72,46993.48,4,0,0,0.3648,1.0,Chưa rõ,0.2281,1,13,0.0,0,0,33.67,3.99,0,371845.08,918874.34,Loyal Budget
cust_2296b526991b,2025-08-10,wholesale,male,web,27,3,1,26,1,2,4,20349.96,57175.46,272769.71,28587.73,2,0,0,0.2267,0.6851,Chưa rõ,0.6324,2,7,0.2548,0,0,44.5,3.66,0,80460.82,564025.24,Regular
cust_b8052051b070,2025-05-16,retail,male,web,26,2,0,5,1,2,5,359892.81,1255561.09,4415194.74,627780.55,2,0,0,0.3048,0.5333,Chưa rõ,0.3594,5,7,1.031,2,1,20.0,4.36,0,2606798.18,9642678.15,Regular
cust_d0776f33712b,2026-03-02,retail,male,web,44,3,2,42,1,2,5,182844.14,369174.02,867424.88,184587.01,1,1,0,0.2842,0.4246,Chưa rõ,0.7159,4,7,0.3938,1,0,7.73,4.09,0,636339.58,1611704.83,Regular
cust_09d95434b15b,2025-11-28,wholesale,female,web,29,2,1,52,1,1,8,176627.56,547346.92,1488880.07,547346.92,1,0,0,0.3096,0.5361,Chưa rõ,0.5041,2,2,0.3438,0,0,12.91,4.63,0,1183811.15,3518143.9,New / One-time
cust_d613fc304c26,2025-05-03,retail,female,web,34,3,2,110,0,2,5,48697.83,172541.05,909156.35,86270.52,2,0,0,0.3502,0.5982,Chưa rõ,0.4289,3,4,0.6275,1,1,37.03,3.05,1,147060.9,1093124.71,At-risk Dormant
cust_5344fc6cc08c,2025-04-09,retail,female,web,36,4,0,134,0,1,3,341591.81,461704.24,1745815.11,461704.24,1,0,0,0.3273,0.4353,Chưa rõ,0.7818,3,2,0.2397,1,1,39.3,2.74,1,290822.97,1579023.31,At-risk Dormant
cust_e77c00e40a9d,2025-04-14,retail,male,web,11,1,0,89,0,1,4,97926.32,159773.4,428176.39,159773.4,1,0,0,0.35,0.6248,Chưa rõ,0.4973,1,2,0.0,0,0,27.09,3.51,0,234803.36,656521.92,At-risk Dormant
cust_b6d165133990,2025-06-01,retail,male,web,29,2,0,128,0,1,5,240083.5,378045.59,970812.11,378045.59,1,0,0,0.292,0.9293,Chưa rõ,0.15,6,4,1.523,2,2,16.77,2.56,1,306234.52,1364591.8,At-risk Dormant
cust_7655c37f0791,2025-10-31,wholesale,male,web,48,6,1,25,1,2,8,37092.88,54465.3,311874.78,27232.65,2,0,0,0.3804,0.2802,Chưa rõ,0.3442,1,6,0.0,0,0,15.31,4.32,0,105411.59,319903.53,Regular
cust_2ff048d5f019,2025-12-26,retail,male,web,34,2,0,37,0,1,5,180664.51,284546.88,2053785.33,284546.88,1,0,0,0.3474,0.5661,Chưa rõ,0.6648,5,4,0.5395,1,0,23.11,4.56,0,312060.92,3516813.46,Regular
cust_7147f1289fd6,2025-03-23,unknown,female,web,17,1,0,35,0,1,7,253468.73,574676.45,5234811.01,574676.45,1,0,0,0.2898,0.5499,Chưa rõ,0.8893,3,4,0.1216,0,0,24.7,4.52,0,656035.8,12846081.84,Regular
cust_59370e3c5d90,2025-04-18,retail,female,store,23,4,0,1,1,5,9,196524.7,265072.85,882962.87,53014.57,0,5,0,0.4087,0.5591,Chưa rõ,0.1848,6,9,1.4607,3,0,24.0,3.87,0,256364.19,1025639.03,Loyal Budget
cust_4764c518c279,2025-07-17,retail,male,store,38,3,1,124,1,3,6,1117695.89,2175876.05,9668878.46,725292.02,0,3,0,0.3454,0.5987,Chưa rõ,0.15,3,10,0.9338,1,0,27.76,3.7,1,1572239.97,14480726.39,At-risk Dormant
cust_963b34145a4c,2025-09-23,retail,male,web,37,3,1,14,1,1,4,731870.39,1419535.16,5167219.42,1419535.16,1,0,0,0.2288,0.4386,Chưa rõ,0.6982,2,4,0.2092,0,0,20.75,3.49,0,2543374.33,8955402.23,Regular
cust_3a92e6601c76,2025-02-09,retail,female,web,17,1,0,62,0,1,3,51409.77,96736.69,316799.14,96736.69,1,0,0,0.305,0.9233,Chưa rõ,0.5511,3,2,0.4931,1,0,15.36,4.09,0,127449.55,733074.64,At-risk Dormant
cust_411e043a22c5,2025-07-24,vip,male,store,24,4,2,40,1,1,3,436664.35,980668.21,4623575.16,980668.21,0,1,0,0.3755,0.7828,Chưa rõ,0.3637,3,2,0.6991,2,0,19.61,3.84,0,1977774.05,11897140.43,Regular
cust_ea2d5003ee4c,2025-08-14,vip,male,web,32,3,2,20,1,2,4,92905.3,284937.29,703742.84,142468.64,2,0,0,0.3662,0.4458,Chưa rõ,0.4377,2,6,0.3898,3,0,14.34,3.46,0,462858.28,1368859.87,Regular
cust_e40d43678f69,2025-03-05,retail,female,web,32,3,1,36,1,1,5,37914.46,134412.11,505118.48,134412.11,1,0,0,0.3967,1.0,Chưa rõ,0.4529,2,2,0.3792,0,0,3.5,3.89,0,201146.89,764138.06,New / One-time
cust_7bbcd6c09008,2026-01-20,retail,female,store,25,3,0,32,1,2,6,449510.67,1194847.77,6113105.71,597423.89,0,2,0,0.3276,0.7026,Chưa rõ,0.2476,5,5,1.211,2,0,19.25,4.34,0,1353798.58,8938065.55,Regular
cust_41d33be382bc,2025-05-19,retail,female,web,24,2,0,125,0,2,5,97499.55,280799.29,815108.02,140399.64,2,0,0,0.3975,0.316,Chưa rõ,0.7996,1,6,0.0,0,0,56.63,3.01,1,223029.63,833160.99,At-risk Dormant
cust_8151050dd9b9,2026-01-03,retail,female,web,33,1,1,7,1,2,7,37732.78,93161.09,407639.17,46580.55,1,1,0,0.2832,0.2836,Chưa rõ,0.2189,3,6,0.8582,1,0,19.79,4.09,0,173661.49,527503.31,Regular
cust_3be602da7490,2026-03-16,retail,female,web,40,5,0,11,1,2,6,100678.85,191105.54,1561384.77,95552.77,2,0,0,0.3532,0.4414,Chưa rõ,0.4309,2,5,0.3945,1,0,10.33,4.13,0,378376.95,2740582.79,Regular
cust_a0a97ee4c297,2025-03-10,retail,female,store,32,2,0,88,1,4,9,102823.78,254121.83,2129452.98,63530.46,1,3,0,0.3172,0.9227,Chưa rõ,0.4873,4,12,0.7107,1,0,19.36,3.47,1,174013.64,1449224.54,Loyal Budget
cust_385b83a8d075,2025-04-12,retail,female,marketplace,29,2,3,3,1,1,4,155031.5,311832.04,2424321.32,311832.04,0,0,1,0.3292,0.7078,Chưa rõ,0.3519,3,2,0.712,1,0,13.47,4.61,0,442395.56,5620470.02,Regular
cust_99f48961b03d,2025-12-24,retail,female,web,30,3,0,13,2,5,9,1741269.37,2749564.22,11871932.46,549912.84,5,0,0,0.392,0.4289,Chưa rõ,0.5079,3,19,0.5407,1,0,13.23,4.81,0,3666108.1,19563720.7,Regular
cust_755a1835b3db,2025-04-18,vip,female,web,23,3,0,44,0,1,4,1163320.02,2177161.14,5368605.49,2177161.14,1,0,0,0.3238,0.6149,Chưa rõ,0.4534,3,4,0.6004,1,0,6.59,4.9,0,2414966.93,14543919.17,Regular
cust_66f69e8ba487,2025-06-21,vip,female,web,26,3,2,26,1,2,3,173936.79,424279.99,1439935.34,212139.99,2,0,0,0.3511,0.7362,Chưa rõ,0.6294,2,6,0.2569,0,0,10.2,3.38,0,599703.24,1621811.63,Regular
cust_b548859ee4cc,2025-03-21,retail,female,web,40,6,0,39,1,2,6,110928.41,267505.36,2033823.91,133752.68,1,0,1,0.3852,0.5705,Chưa rõ,0.4566,3,8,0.597,3,0,32.2,5.0,0,489803.42,3454798.4,Regular
cust_4c740167adda,2025-05-07,retail,male,store,36,3,0,62,1,2,6,282678.11,774409.12,3411676.54,387204.56,0,2,0,0.4146,0.6698,Chưa rõ,0.2107,3,7,0.8672,3,0,43.32,1.77,1,413996.37,4922375.59,At-risk Dormant
cust_8cfe82b3443f,2025-04-15,retail,female,web,32,4,2,20,1,2,8,429018.4,1269696.91,3039544.76,634848.45,2,0,0,0.3171,0.5637,Chưa rõ,0.5221,2,4,0.3313,2,0,25.59,3.86,0,1420008.64,7074910.12,Regular
cust_d2420deca621,2025-10-16,retail,female,web,29,4,5,5,1,3,8,1087869.62,1957429.67,4902019.23,652476.56,3,0,0,0.3674,0.6482,Chưa rõ,0.6393,3,5,0.3963,2,0,49.54,4.61,0,1970704.42,11557930.54,Regular
cust_877e3c094a8e,2025-05-24,retail,male,web,17,2,0,17,2,4,13,506754.42,746669.96,2804020.61,186667.49,4,0,0,0.3724,0.4473,Chưa rõ,0.4347,5,12,0.9099,0,0,11.66,3.63,0,1278534.67,3556068.24,Loyal Budget
cust_b389716842d3,2025-05-05,retail,female,web,17,1,0,82,0,0,3,630894.78,1375347.82,3565628.91,0.0,0,0,0,0.2587,0.8095,Chưa rõ,0.5195,2,1,0.3331,2,0,52.03,4.21,0,1666778.55,5385472.48,At-risk Dormant
cust_07792e9c68a8,2025-11-21,retail,male,store,28,2,0,15,1,2,10,73470.59,187816.54,1211880.71,93908.27,0,2,0,0.3186,0.3223,Chưa rõ,0.5825,5,7,0.672,2,0,32.46,3.22,0,186697.48,2126533.44,Regular
cust_0baa883e499f,2025-10-07,vip,female,store,34,5,1,44,2,3,7,164692.97,236094.25,1100464.81,78698.08,0,3,0,0.2922,0.45,Chưa rõ,0.4071,4,11,0.8219,1,0,45.51,3.48,1,143087.85,1416936.12,Regular
cust_9556db133b7f,2025-08-19,retail,male,web,7,1,0,83,0,1,7,114553.99,189542.9,913336.7,189542.9,1,0,0,0.3181,0.7084,Chưa rõ,0.326,2,2,0.4672,1,0,58.18,2.81,1,130117.57,506868.0,At-risk Dormant
cust_48d60212a874,2025-07-26,retail,male,web,25,4,0,67,1,1,5,296265.91,420931.75,1352258.13,420931.75,1,0,0,0.2652,0.6307,Chưa rõ,0.15,5,4,1.368,1,1,19.06,4.28,0,895210.77,2232045.24,At-risk Dormant
cust_4ecf8f2278ae,2025-07-04,retail,female,web,49,4,2,23,1,2,6,50514.2,154425.73,1220484.61,77212.87,2,0,0,0.395,0.9063,Chưa rõ,0.15,4,5,1.1784,2,0,41.02,4.06,0,223000.73,2454031.66,Regular
cust_7539ec17dd14,2025-03-27,retail,female,web,32,3,0,92,0,1,2,412568.12,627057.8,1522445.43,627057.8,1,0,0,0.321,0.8194,Chưa rõ,0.7288,1,2,0.0,0,0,48.25,3.09,1,463722.99,1233147.05,At-risk Dormant
cust_9c27c3434940,2026-01-22,vip,male,store,31,2,0,43,1,1,3,81876.46,266356.74,1819540.26,266356.74,0,1,0,0.2952,0.7613,Chưa rõ,0.5659,3,4,0.4769,0,0,2.14,4.15,0,333629.54,1874959.8,New / One-time
cust_ef4f5674937a,2025-09-03,retail,male,web,11,1,2,43,1,1,5,886293.85,1486126.93,4446004.8,1486126.93,1,0,0,0.2617,0.7417,Chưa rõ,0.3227,1,2,0.0,0,0,11.41,4.35,0,2999237.16,11425348.81,Regular
cust_536bf80c12de,2025-01-24,retail,male,web,21,1,1,29,2,5,9,260563.45,528269.19,1898668.48,105653.84,5,0,0,0.278,0.6403,Chưa rõ,0.8399,1,16,0.0,0,0,2.45,3.71,0,954522.36,3091813.17,Loyal Budget
cust_464225a2a6bf,2025-08-03,vip,female,web,29,2,2,26,1,3,8,1033139.42,1910816.27,5386346.34,636938.76,3,0,0,0.3166,0.7373,Chưa rõ,0.4028,2,9,0.4139,0,0,13.42,2.86,0,4177751.4,6272965.8,Regular
cust_a0647a1e9237,2025-12-01,retail,female,web,25,3,0,138,0,1,4,153149.47,240873.49,1954479.53,240873.49,1,0,0,0.3463,1.0,Chưa rõ,0.15,4,3,1.1784,1,1,24.84,3.08,1,226162.34,2101782.11,At-risk Dormant
cust_555073d48040,2025-03-13,vip,female,store,28,2,0,59,1,3,9,929201.16,1610430.99,4242025.79,536810.33,1,2,0,0.2257,0.568,Chưa rõ,0.4853,3,9,0.5655,3,3,18.58,2.51,1,680869.37,3530337.27,Regular
cust_fde625424493,2025-05-27,retail,female,web,25,4,1,40,1,3,7,218791.3,320303.12,1406843.31,106767.71,3,0,0,0.3502,0.4488,Chưa rõ,0.9178,1,10,0.0,0,0,20.13,4.57,0,349033.23,3827439.49,Regular
cust_a8de51ca43d1,2025-12-08,vip,female,store,24,3,3,88,1,2,4,468819.96,1437608.41,4650841.35,718804.2,0,2,0,0.4177,0.9866,Chưa rõ,0.6941,1,7,0.0,2,0,10.99,3.12,1,1336847.43,3305362.31,At-risk Dormant
cust_9925e57c8a9c,2025-08-11,wholesale,female,web,29,2,1,74,1,3,5,100730.97,240447.31,893879.29,80149.1,3,0,0,0.4027,0.422,Chưa rõ,0.8011,2,10,0.1379,0,0,11.05,2.76,1,133608.78,532661.0,At-risk Dormant
cust_750d093e149c,2025-02-11,retail,female,web,31,1,3,72,1,2,5,47780.47,78977.73,708359.2,39488.87,1,0,1,0.2807,0.3344,Chưa rõ,0.163,5,7,1.3471,0,0,11.8,3.1,1,74293.43,866689.85,At-risk Dormant
cust_22d7e3495a76,2025-09-01,retail,male,web,27,3,1,9,1,2,5,157167.57,223796.44,1758051.03,111898.22,2,0,0,0.3105,0.5027,Chưa rõ,0.8663,2,5,0.0927,0,0,22.57,3.75,0,313800.23,2595995.34,Regular
cust_828e7e790875,2025-09-20,wholesale,other,web,25,3,1,132,0,1,7,838192.46,1263377.67,5551542.72,1263377.67,1,0,0,0.3091,0.3415,Chưa rõ,0.5325,6,4,0.8376,1,0,40.75,3.21,1,959579.14,7025192.9,At-risk Dormant
cust_2973f30d3b4b,2025-03-07,retail,male,web,36,3,1,25,1,3,6,1150485.11,2275573.06,9243505.98,758524.35,3,0,0,0.3425,0.5447,Chưa rõ,0.1835,3,5,0.897,0,0,40.97,4.12,0,2844409.06,24121139.74,Regular
cust_674c5234bf6d,2025-02-15,retail,male,web,10,1,0,104,0,2,6,251169.73,933081.0,3710487.74,466540.5,2,0,0,0.3053,0.8354,Chưa rõ,0.3171,3,5,0.7502,2,1,53.76,2.62,1,675377.68,5497421.32,At-risk Dormant
cust_cb1ddeb36642,2025-07-18,retail,female,web,48,6,1,33,1,2,4,289566.69,470080.17,3091075.26,235040.08,1,0,1,0.3417,0.2616,Chưa rõ,0.4022,4,4,0.8288,1,0,16.01,4.32,0,761488.25,3773295.82,Regular
cust_d7b687030f43,2026-02-04,vip,male,web,16,2,0,140,0,2,7,139188.2,252645.19,581190.12,126322.59,2,0,0,0.3445,0.3391,Chưa rõ,0.3766,4,4,0.8642,2,0,23.69,2.96,1,159613.19,698965.9,At-risk Dormant
cust_aecb3d4c377b,2025-10-23,retail,female,web,38,4,0,97,2,4,8,108278.34,221837.3,582662.26,55459.32,3,0,1,0.3734,0.7997,Chưa rõ,0.3502,2,14,0.4504,1,0,45.83,4.36,1,118520.79,827340.48,Loyal Budget
cust_4f48d5b2f0cd,2025-11-05,retail,female,web,38,4,1,4,2,5,9,399180.23,595533.6,1446003.4,119106.72,5,0,0,0.3821,0.7078,Chưa rõ,0.4677,6,12,0.9538,0,0,15.44,4.89,0,886797.5,2993585.88,Loyal Budget
cust_092ef9591ea9,2025-02-01,unknown,female,web,35,4,0,85,1,3,7,337354.54,799248.88,2492152.18,266416.29,2,0,1,0.313,0.3213,Chưa rõ,0.6279,3,10,0.4087,0,0,52.09,3.43,1,704976.28,1606151.62,At-risk Dormant
cust_d711e23bce27,2025-03-20,retail,female,web,44,4,0,4,1,2,7,15659.58,29827.44,150000.0,14913.72,2,0,0,0.4714,0.5949,Chưa rõ,0.7013,3,4,0.3281,0,0,22.27,4.02,0,50016.18,288087.15,Regular
cust_8fff0d04f0a7,2025-10-29,retail,female,web,23,3,1,49,1,2,7,31811.13,127146.66,777818.79,63573.33,1,0,1,0.2816,0.7201,Chưa rõ,0.3886,2,7,0.4238,0,0,15.56,4.71,0,215402.73,2016077.68,Regular
cust_f5247f1425b0,2025-02-11,retail,female,store,24,4,0,80,0,2,7,130458.51,344029.33,2179919.14,172014.67,0,2,0,0.356,0.6792,Chưa rõ,0.5254,1,6,0.0,0,0,34.21,2.93,1,205542.45,2475016.72,At-risk Dormant
cust_1aaa4e7e73b0,2025-11-08,retail,male,web,27,1,0,124,1,2,5,1157241.87,3704519.76,12091570.57,1852259.88,2,0,0,0.3435,0.7149,Chưa rõ,0.2203,1,4,0.0,0,0,8.51,3.35,1,3541707.62,16780538.7,At-risk Dormant
cust_9f20d904a240,2026-01-07,vip,male,web,39,3,1,51,1,2,3,1531523.93,2297361.23,10495525.89,1148680.61,2,0,0,0.3527,0.5889,Chưa rõ,0.8315,4,4,0.2336,2,2,24.29,2.62,1,1875633.24,15672204.21,Regular
cust_709071dcb5ef,2025-11-19,vip,male,marketplace,30,4,2,111,1,2,9,448423.34,1593497.75,6736849.74,796748.87,0,0,2,0.4035,0.4884,Chưa rõ,0.312,3,4,0.7558,1,0,27.65,3.63,1,1099210.36,7945022.98,At-risk Dormant
cust_beef51624c88,2025-10-11,retail,female,web,31,3,1,15,2,3,8,94046.33,170579.25,1526837.47,56859.75,3,0,0,0.3464,0.5899,Chưa rõ,0.3507,2,7,0.45,0,0,11.79,4.35,0,285454.32,3922288.82,Regular
cust_ac927cd3e42c,2025-08-31,retail,male,web,30,3,1,17,1,3,9,854487.65,1457660.52,4376200.63,485886.84,2,0,1,0.265,0.6566,Chưa rõ,0.3347,3,7,0.7309,0,0,8.51,4.12,0,1839478.74,5945378.43,Regular
cust_7105ba1f4136,2026-01-23,retail,female,web,31,4,2,26,1,3,7,353320.3,919569.54,4197082.16,306523.18,2,0,1,0.4433,0.5856,Chưa rõ,0.4617,5,8,0.8664,2,1,20.34,3.44,0,980190.56,6340868.55,Regular
cust_040a0b7f0038,2025-03-17,retail,female,web,27,4,1,124,1,3,8,257368.89,453033.07,2809368.79,151011.02,2,0,1,0.3576,0.6675,Chưa rõ,0.5139,6,10,0.8709,0,0,49.7,3.16,1,422400.36,4325375.14,At-risk Dormant
