customer_id,snapshot_date,skin_type,preferred_category,primary_purchase_channel,device_type,traffic_source,price_sensitivity_score,customer_tenure_days,promotion_period_flag,orders_30d,orders_90d,spend_30d,spend_90d,avg_order_value_90d,sessions_30d,product_views_30d,add_to_cart_30d,checkout_start_30d,days_since_last_purchase,orders_30d_vs_prev30d,spend_30d_vs_prev30d,cart_to_checkout_rate,checkout_to_purchase_rate,discount_dependency,email_open_rate_30d,push_open_rate_30d,coupon_used_90d,returns_90d,refund_ratio_90d,complaints_90d,avg_rating_90d,engagement_score_30d,experience_risk_score,will_churn_90d
C03886,2025-12-10,sensitive,makeup,online,mobile,organic,0.303,883,1,1,1,139412,320073,320073,18,37,7,1,74,-0.333,139412.0,0.143,1.0,0.448,0.477,0.484,0,0,0.0,0,4.1,8.73,0.0,0
C02139,2025-11-22,combination,haircare,online,mobile,email,0.351,632,0,0,0,0,0,0,7,24,0,0,100,0.0,0.0,0.0,0.0,0.315,0.207,0.322,0,0,0.0,0,4.2,3.52,0.0,1
C00837,2025-11-13,normal,bodycare,social,mobile,organic,0.221,759,0,0,0,0,0,0,14,48,7,3,105,-0.667,0.0,0.429,0.0,0.343,0.441,0.424,0,0,0.0,0,5.0,7.46,0.0,0
C03141,2025-04-14,combination,bodycare,marketplace,mobile,organic,0.094,592,0,0,0,0,0,0,22,52,4,1,77,-0.5,-1.0,0.25,0.0,0.269,0.369,0.398,0,0,0.0,0,4.4,10.6,0.0,1
C01778,2025-08-30,sensitive,skincare,online,mobile,tiktok,0.286,103,1,0,0,0,0,0,7,16,1,1,104,0.0,0.0,1.0,0.0,0.437,0.291,0.096,0,0,0.0,0,5.0,3.34,0.0,0
C00941,2025-10-30,normal,fragrance,online,mobile,referral,0.408,716,1,0,1,0,664371,664371,8,28,4,3,81,-0.667,0.0,0.75,0.0,0.382,0.397,0.222,0,0,0.0,0,4.7,4.28,0.0,1
C00320,2025-12-31,dry,haircare,online,mobile,referral,0.421,548,1,0,0,0,0,0,7,36,4,1,81,-0.5,-1.0,0.25,0.0,0.422,0.342,0.22,0,0,0.0,0,4.6,4.12,0.0,1
C04043,2025-10-21,combination,bodycare,social,mobile,email,0.212,842,1,1,3,245494,1092536,364178,12,52,5,3,0,-0.5,-0.297,0.6,0.333,0.294,0.594,0.384,2,0,0.0,0,4.2,6.66,0.0,1
C04283,2025-09-07,sensitive,bodycare,social,desktop,tiktok,0.347,704,1,2,3,476283,722741,240913,15,32,3,3,0,-0.25,1.058,1.0,0.667,0.386,0.598,0.505,1,1,0.333,0,3.8,7.14,0.2,0
C02503,2025-10-08,dry,makeup,social,mobile,email,0.236,265,1,0,0,0,0,0,11,51,4,2,83,-0.5,-1.0,0.5,0.0,0.234,0.191,0.256,0,0,0.0,0,4.5,6.17,0.0,0
C03078,2025-03-18,combination,skincare,online,desktop,organic,0.712,687,0,1,2,185300,559432,279716,7,33,3,3,67,-0.333,-0.502,1.0,0.333,0.541,0.27,0.383,1,0,0.0,0,4.3,3.97,0.0,0
C02698,2025-02-11,normal,bodycare,marketplace,mobile,google_ads,0.203,991,1,2,4,232042,935567,233891,10,55,13,2,0,0.0,46.844,0.154,1.0,0.304,0.497,0.565,1,0,0.0,0,4.6,6.43,0.0,0
C04304,2025-06-26,dry,makeup,online,mobile,organic,0.345,373,0,0,0,0,0,0,5,22,5,1,113,-0.667,0.0,0.2,0.0,0.351,0.132,0.204,0,0,0.0,0,4.9,2.96,0.0,1
C02198,2025-01-10,normal,bodycare,online,mobile,organic,0.084,694,1,0,0,0,0,0,15,58,6,2,76,0.0,-1.0,0.333,0.0,0.169,0.389,0.374,1,0,0.0,0,4.1,8.1,0.0,0
C04346,2025-06-09,combination,sun_care,online,desktop,organic,0.49,893,0,0,0,0,0,0,9,32,0,0,96,0.0,-1.0,0.0,0.0,0.455,0.362,0.149,1,0,0.0,0,5.0,4.56,0.0,0
C04414,2025-11-22,dry,haircare,social,mobile,facebook,0.188,789,0,0,1,0,397693,397693,15,39,0,0,88,-0.5,0.0,0.0,0.0,0.313,0.223,0.337,1,0,0.0,0,4.1,7.17,0.0,1
C00230,2025-10-23,oily,sun_care,store,mobile,facebook,0.251,1100,0,0,1,0,318401,318401,14,58,3,0,34,0.0,-1.0,0.0,0.0,0.307,0.311,0.121,0,0,0.0,0,4.8,7.52,0.0,1
C02783,2025-03-05,sensitive,fragrance,online,desktop,organic,0.508,350,0,0,0,0,0,0,6,51,2,0,115,-0.5,-1.0,0.0,0.0,0.481,0.249,0.156,0,0,0.0,0,4.3,4.05,0.0,1
C03706,2025-09-27,dry,fragrance,online,mobile,email,0.182,435,0,0,1,0,668671,668671,5,37,1,0,30,-0.667,-1.0,0.0,0.0,0.287,0.337,0.279,0,1,1.0,1,1.7,3.17,1.0,1
C01659,2025-12-23,sensitive,haircare,online,desktop,referral,0.331,922,1,2,3,983012,1350706,450235,23,68,11,6,0,-0.4,-0.087,0.545,0.333,0.405,0.461,0.316,1,1,0.333,0,3.5,11.9,0.2,0
C00584,2025-11-21,combination,sun_care,online,mobile,google_ads,0.803,538,0,0,0,0,0,0,11,29,0,0,106,0.0,0.0,0.0,0.0,0.566,0.304,0.083,0,0,0.0,0,4.6,5.27,0.0,0
C04346,2025-07-21,combination,sun_care,online,desktop,facebook,0.49,856,0,0,3,0,791877,263959,4,50,6,1,27,0.0,-1.0,0.167,0.0,0.405,0.265,0.243,2,2,0.667,0,4.0,3.46,0.4,0
C00074,2025-12-30,dry,makeup,online,mobile,organic,0.246,1029,1,1,2,194944,560879,280439,21,52,7,2,35,0.0,0.349,0.286,0.5,0.313,0.491,0.398,0,0,0.0,0,3.5,10.38,0.0,0
C00785,2025-03-31,combination,bodycare,store,mobile,organic,0.59,768,1,0,0,0,0,0,15,39,3,0,111,-0.667,-1.0,0.0,0.0,0.491,0.3,0.32,0,0,0.0,0,4.2,7.35,0.0,0
C01345,2025-09-30,oily,makeup,online,desktop,organic,0.679,393,0,0,0,0,0,0,3,28,0,0,118,0.0,0.0,0.0,0.0,0.531,0.033,0.269,1,0,0.0,0,3.8,2.04,0.0,1
C02304,2025-03-20,dry,sun_care,online,desktop,google_ads,0.123,704,0,1,2,182299,485560,242780,15,43,3,2,57,1.0,0.272,0.667,0.5,0.3,0.19,0.353,1,0,0.0,0,4.6,7.47,0.0,0
C03609,2025-12-27,normal,skincare,online,mobile,referral,0.1,553,1,0,0,0,0,0,9,23,3,0,107,-0.5,0.0,0.0,0.0,0.152,0.426,0.37,1,0,0.0,0,4.4,4.47,0.0,0
C03633,2025-08-28,dry,bodycare,online,mobile,email,0.069,297,1,0,0,0,0,0,10,28,0,0,74,-0.667,-1.0,0.0,0.0,0.178,0.161,0.223,1,0,0.0,0,5.0,4.84,0.0,0
C02195,2025-07-07,sensitive,skincare,social,mobile,referral,0.289,454,1,0,0,0,0,0,9,37,4,1,126,0.0,-1.0,0.25,0.0,0.344,0.29,0.132,1,0,0.0,0,4.3,4.95,0.0,0
C01439,2025-09-27,oily,sun_care,online,desktop,tiktok,0.596,607,0,0,0,0,0,0,9,36,3,0,83,0.0,-1.0,0.0,0.0,0.485,0.194,0.106,0,0,0.0,0,4.5,4.86,0.0,1
C01317,2025-02-23,combination,sun_care,online,mobile,email,0.416,655,1,1,1,198556,218047,218047,8,30,1,1,71,0.0,0.781,1.0,1.0,0.327,0.164,0.307,0,0,0.0,0,4.9,4.16,0.0,1
C00509,2025-12-07,sensitive,haircare,online,desktop,organic,0.608,344,0,0,0,0,0,0,5,15,0,0,82,0.0,0.0,0.0,0.0,0.551,0.105,0.0,1,0,0.0,0,3.6,2.45,0.0,0
C01499,2025-07-23,oily,skincare,online,desktop,google_ads,0.308,492,1,0,0,0,0,0,4,20,0,0,99,0.0,-1.0,0.0,0.0,0.294,0.141,0.2,0,0,0.0,1,3.9,2.2,0.4,0
C02838,2025-04-02,dry,skincare,store,mobile,organic,0.302,856,1,0,2,0,680068,340034,8,23,1,1,87,-0.5,0.0,1.0,0.0,0.291,0.245,0.447,1,0,0.0,0,4.4,3.95,0.0,0
C01528,2025-02-06,oily,haircare,social,mobile,organic,0.625,731,1,2,2,349921,572025,286012,17,52,8,4,29,-0.4,1.869,0.5,0.5,0.522,0.106,0.331,1,0,0.0,0,4.2,8.84,0.0,0
C02476,2025-07-01,combination,bodycare,online,desktop,facebook,0.362,711,1,0,0,0,0,0,9,63,6,2,113,0.0,-1.0,0.333,0.0,0.382,0.316,0.163,0,0,0.0,0,4.8,5.85,0.0,1
C02985,2025-05-15,oily,sun_care,store,mobile,email,0.156,1178,1,2,3,580066,1139323,379774,15,50,8,3,0,-0.4,-0.046,0.375,0.667,0.328,0.557,0.499,0,1,0.333,0,4.2,7.98,0.2,0
C01597,2025-07-05,dry,fragrance,online,mobile,facebook,0.121,257,0,0,1,0,465481,465481,11,31,0,0,44,-0.667,0.0,0.0,0.0,0.323,0.228,0.275,0,0,0.0,0,4.2,5.33,0.0,0
C01612,2025-09-24,oily,bodycare,social,mobile,google_ads,0.632,756,0,0,0,0,0,0,1,7,0,0,93,0.0,-1.0,0.0,0.0,0.519,0.091,0.09,1,0,0.0,0,4.9,0.61,0.0,0
C00846,2025-12-08,combination,haircare,online,mobile,facebook,0.223,542,1,0,0,0,0,0,10,46,3,0,92,0.0,0.0,0.0,0.0,0.361,0.353,0.434,1,0,0.0,0,4.9,5.56,0.0,0
C00980,2025-09-07,normal,haircare,store,desktop,facebook,0.3,430,0,0,1,0,245845,245845,15,41,6,2,61,0.0,-1.0,0.333,0.0,0.305,0.16,0.26,0,0,0.0,0,5.0,7.59,0.0,1
C01833,2025-01-03,normal,sun_care,store,tablet,google_ads,0.526,235,0,0,0,0,0,0,7,9,1,0,109,0.0,0.0,0.0,0.0,0.4,0.0,0.088,0,0,0.0,0,4.7,3.13,0.0,0
C01606,2025-01-29,combination,haircare,social,mobile,organic,0.353,696,1,0,1,0,298161,298161,5,25,2,0,62,0.0,0.0,0.0,0.0,0.361,0.092,0.301,0,0,0.0,0,5.0,2.87,0.0,1
C02701,2025-02-07,normal,skincare,online,mobile,facebook,0.309,227,0,0,0,0,0,0,5,13,1,0,75,0.0,-1.0,0.0,0.0,0.432,0.04,0.038,1,0,0.0,0,5.0,2.45,0.0,1
C00267,2025-11-30,normal,bodycare,online,desktop,organic,0.594,30,1,0,0,0,0,0,3,22,0,0,117,-0.667,-1.0,0.0,0.0,0.44,0.006,0.102,1,0,0.0,0,4.3,1.86,0.0,0
C03150,2025-03-27,dry,sun_care,online,desktop,google_ads,0.186,916,0,1,2,334719,728178,364089,14,39,3,1,43,0.0,-0.217,0.333,1.0,0.362,0.641,0.325,1,0,0.0,0,5.0,6.95,0.0,0
C01473,2025-03-01,normal,fragrance,marketplace,mobile,organic,0.369,1065,0,1,2,660234,1311832,655916,12,46,4,4,60,-0.333,-0.192,1.0,0.25,0.366,0.597,0.332,2,0,0.0,0,4.7,6.42,0.0,0
C00626,2025-08-28,dry,bodycare,social,mobile,organic,0.133,425,1,0,2,0,481082,240541,7,36,2,0,0,-0.5,0.0,0.0,0.0,0.217,0.316,0.175,1,0,0.0,0,4.0,4.0,0.0,0
C03799,2025-01-21,sensitive,bodycare,social,mobile,referral,0.073,515,0,1,1,158853,190000,190000,8,29,4,2,52,0.0,158853.0,0.5,0.5,0.247,0.216,0.225,1,0,0.0,0,4.5,4.31,0.0,0
C02173,2025-11-17,oily,haircare,online,desktop,referral,0.418,331,0,0,0,0,0,0,1,2,0,0,112,-0.5,-1.0,0.0,0.0,0.363,0.164,0.0,0,0,0.0,0,4.0,0.46,0.0,0
C04011,2025-03-18,normal,fragrance,online,mobile,organic,0.049,841,0,4,4,3675408,3384430,846107,20,50,8,6,0,-0.286,0.036,0.75,0.667,0.165,0.529,0.447,0,0,0.0,0,4.5,9.98,0.0,0
C00927,2025-11-08,dry,bodycare,store,mobile,email,0.71,303,1,0,0,0,0,0,14,50,8,0,83,0.0,0.0,0.0,0.0,0.536,0.254,0.139,1,0,0.0,0,4.5,7.58,0.0,1
C02984,2025-05-27,normal,fragrance,store,desktop,organic,0.391,653,0,0,0,0,0,0,14,29,1,1,116,-0.667,-0.998,1.0,0.0,0.389,0.208,0.371,0,0,0.0,0,4.2,6.53,0.0,0
C00445,2025-08-02,normal,sun_care,social,mobile,facebook,0.365,968,1,1,4,340719,1339391,334847,9,55,8,5,0,1.0,1.012,0.625,0.2,0.389,0.378,0.322,2,0,0.0,0,5.0,5.73,0.0,0
C00073,2025-05-30,dry,skincare,store,mobile,referral,0.387,827,0,0,1,0,366242,366242,10,51,2,0,45,0.0,0.0,0.0,0.0,0.413,0.282,0.281,0,0,0.0,0,4.8,5.65,0.0,1
C03781,2025-07-05,dry,haircare,store,desktop,organic,0.406,1062,1,0,1,0,296919,296919,9,35,2,0,63,-0.667,-1.0,0.0,0.0,0.459,0.434,0.425,0,0,0.0,0,4.1,4.77,0.0,1
C00673,2025-07-05,oily,makeup,online,mobile,google_ads,0.289,1127,1,5,6,821327,2305572,384262,18,52,8,6,0,0.5,-0.063,0.75,0.833,0.325,0.475,0.259,1,0,0.0,0,4.9,9.24,0.0,1
C00709,2025-01-22,oily,skincare,online,desktop,organic,0.508,678,1,0,1,0,377919,377919,8,29,3,1,60,0.0,-1.0,0.333,0.0,0.496,0.324,0.377,1,0,0.0,0,5.0,4.25,0.0,1
C04068,2025-10-18,oily,haircare,social,mobile,facebook,0.489,548,1,0,0,0,0,0,1,1,0,0,98,-0.667,-1.0,0.0,0.0,0.479,0.161,0.037,0,0,0.0,1,3.1,0.43,0.4,0
C00096,2025-03-30,sensitive,haircare,online,mobile,tiktok,0.285,1108,0,2,5,929450,2132332,426466,17,55,9,5,0,0.0,-0.192,0.556,0.4,0.41,0.443,0.427,1,0,0.0,0,4.8,8.99,0.0,0
C00296,2025-08-08,normal,haircare,social,mobile,email,0.416,643,0,0,0,0,0,0,9,42,5,1,106,-0.5,0.0,0.2,0.0,0.335,0.273,0.348,0,0,0.0,0,4.1,5.16,0.0,1
C02695,2025-08-21,dry,makeup,store,desktop,email,0.419,542,0,0,1,0,339368,339368,13,49,3,1,89,0.0,-1.0,0.333,0.0,0.426,0.316,0.15,0,1,1.0,0,2.7,6.85,0.6,0
C02184,2025-10-19,combination,bodycare,online,mobile,organic,0.474,584,1,2,2,291948,464608,232304,13,48,7,4,34,-0.4,0.566,0.571,0.5,0.433,0.186,0.404,2,0,0.0,0,3.8,7.06,0.0,0
C00052,2025-04-22,oily,makeup,online,mobile,organic,0.283,718,0,0,0,0,0,0,9,28,3,2,96,-0.5,-1.0,0.667,0.0,0.387,0.301,0.375,1,0,0.0,0,4.7,4.62,0.0,0
C00259,2025-03-09,sensitive,sun_care,social,desktop,organic,0.143,831,0,4,5,623078,1090382,218076,25,84,9,6,0,0.667,-0.151,0.667,0.667,0.179,0.385,0.612,1,0,0.0,0,4.1,13.06,0.0,1
C04449,2025-05-02,oily,bodycare,online,mobile,email,0.46,847,0,1,1,171816,249342,249342,11,39,3,1,51,1.0,-0.624,0.333,1.0,0.48,0.275,0.315,0,0,0.0,0,4.5,5.75,0.0,0
C03977,2025-07-30,sensitive,sun_care,social,desktop,facebook,0.368,582,0,0,0,0,0,0,11,35,2,0,118,0.0,-1.0,0.0,0.0,0.405,0.382,0.01,0,0,0.0,0,4.2,5.57,0.0,1
C03185,2025-10-16,oily,fragrance,online,mobile,organic,0.303,876,0,1,1,755221,860713,860713,8,53,4,2,60,1.0,-0.242,0.5,0.5,0.348,0.556,0.253,1,0,0.0,0,4.0,5.03,0.0,0
C03255,2025-10-18,dry,haircare,online,mobile,organic,0.154,1019,1,0,0,0,0,0,11,44,6,2,80,0.0,-1.0,0.333,0.0,0.236,0.43,0.335,1,0,0.0,0,4.7,6.08,0.0,0
C03633,2025-12-04,dry,bodycare,online,desktop,tiktok,0.069,577,1,0,0,0,0,0,11,37,1,0,108,0.0,0.0,0.0,0.0,0.24,0.252,0.245,0,0,0.0,0,4.7,5.57,0.0,0
C02637,2025-09-07,normal,skincare,online,mobile,organic,0.228,524,1,0,0,0,0,0,15,56,3,1,76,-0.5,-1.0,0.333,0.0,0.327,0.437,0.462,0,0,0.0,0,4.4,7.86,0.0,0
C01486,2025-08-10,combination,sun_care,online,mobile,organic,0.158,1073,1,1,5,329485,1649334,329866,20,64,8,4,0,-0.5,-0.231,0.5,0.25,0.169,0.387,0.441,2,0,0.0,0,4.3,10.4,0.0,0
C02496,2025-07-17,dry,bodycare,online,mobile,google_ads,0.391,381,1,0,1,0,139516,139516,10,50,1,0,54,-0.667,-1.0,0.0,0.0,0.397,0.234,0.129,0,0,0.0,0,4.3,5.56,0.0,1
C02584,2025-10-18,oily,skincare,online,desktop,organic,0.081,1065,0,1,2,168999,671579,335789,10,26,2,1,13,-0.333,-0.234,0.5,1.0,0.231,0.313,0.363,0,0,0.0,0,4.4,4.9,0.0,0
C00678,2025-08-06,combination,bodycare,store,mobile,email,0.666,483,0,0,0,0,0,0,7,28,2,1,109,0.0,-1.0,0.5,0.0,0.57,0.0,0.196,1,0,0.0,0,4.8,3.76,0.0,1
C01808,2025-06-12,oily,makeup,online,mobile,tiktok,0.356,1087,1,1,2,291030,730487,365243,19,52,8,3,24,-0.5,-0.501,0.375,0.333,0.31,0.568,0.472,0,0,0.0,0,4.6,9.64,0.0,0
C02136,2025-08-02,dry,fragrance,marketplace,mobile,organic,0.204,759,1,0,2,0,1602853,801426,12,37,3,0,4,0.0,-1.0,0.0,0.0,0.314,0.282,0.376,2,0,0.0,0,4.7,6.09,0.0,0
C02039,2025-08-13,oily,makeup,online,mobile,organic,0.191,597,0,0,1,0,369767,369767,12,36,3,2,90,0.0,-1.0,0.667,0.0,0.295,0.015,0.222,0,0,0.0,0,4.1,6.06,0.0,0
C00906,2025-11-08,dry,sun_care,online,desktop,email,0.459,473,0,0,0,0,0,0,3,31,1,1,117,-0.667,-1.0,1.0,0.0,0.528,0.093,0.027,0,0,0.0,0,4.5,2.19,0.0,0
C00059,2025-05-21,normal,skincare,online,desktop,organic,0.502,569,1,0,0,0,0,0,5,18,1,1,131,0.0,-1.0,1.0,0.0,0.435,0.251,0.076,1,0,0.0,0,4.7,2.6,0.0,1
C01062,2025-03-25,combination,haircare,store,desktop,organic,0.405,698,0,0,0,0,0,0,10,31,2,1,111,0.0,0.0,0.5,0.0,0.412,0.285,0.222,1,0,0.0,0,5.0,5.05,0.0,1
C00803,2025-05-08,sensitive,sun_care,online,mobile,email,0.274,1068,1,1,2,164671,621092,310546,14,67,6,2,41,-0.333,-0.324,0.333,0.5,0.36,0.504,0.501,1,0,0.0,0,5.0,7.97,0.0,0
C01197,2025-10-21,combination,bodycare,online,mobile,organic,0.869,523,1,0,0,0,0,0,4,8,0,0,113,-0.667,0.0,0.0,0.0,0.601,0.0,0.025,1,0,0.0,0,4.5,1.84,0.0,1
C01030,2025-12-18,combination,skincare,store,mobile,google_ads,0.232,1047,1,1,3,415540,1516873,505624,10,37,7,2,0,1.0,0.948,0.286,0.5,0.263,0.588,0.43,2,0,0.0,0,4.5,5.53,0.0,0
C02514,2025-07-14,sensitive,sun_care,store,mobile,facebook,0.342,819,1,0,2,0,508619,254309,11,38,4,0,70,-0.667,0.0,0.0,0.0,0.342,0.331,0.461,0,0,0.0,0,4.3,5.78,0.0,0
C03230,2025-09-16,oily,sun_care,online,mobile,organic,0.145,438,1,0,2,0,463824,231912,13,44,1,1,55,0.0,0.0,1.0,0.0,0.329,0.211,0.264,2,0,0.0,0,4.3,6.58,0.0,0
C03795,2025-07-22,combination,bodycare,online,desktop,email,0.443,553,1,1,2,302941,496612,248306,10,34,2,1,11,1.0,0.264,0.5,1.0,0.389,0.056,0.224,1,0,0.0,0,4.8,5.14,0.0,0
C01129,2025-01-05,oily,sun_care,online,mobile,organic,0.532,795,0,0,2,0,604348,302174,11,41,1,0,31,-0.667,0.0,0.0,0.0,0.48,0.265,0.395,2,0,0.0,0,4.7,5.69,0.0,0
C04497,2025-07-10,normal,skincare,store,mobile,organic,0.051,917,1,0,3,0,1139851,379950,8,39,4,1,19,0.0,0.0,0.25,0.0,0.259,0.308,0.497,1,0,0.0,0,4.9,4.61,0.0,0
C02167,2025-03-09,dry,makeup,online,mobile,facebook,0.443,1188,1,5,8,1598404,2707117,338389,22,82,13,7,0,-0.25,-0.098,0.538,0.714,0.491,0.442,0.341,3,0,0.0,0,4.4,12.04,0.0,1
C03899,2025-09-11,sensitive,skincare,marketplace,mobile,tiktok,0.247,1010,1,2,2,1025543,1117689,558844,16,70,12,4,11,0.0,0.102,0.333,0.5,0.367,0.457,0.291,0,0,0.0,1,3.4,9.22,0.4,0
C00442,2025-03-30,dry,makeup,marketplace,mobile,organic,0.238,363,0,0,2,0,531315,265657,9,28,3,0,33,0.0,0.0,0.0,0.0,0.177,0.453,0.199,0,0,0.0,0,3.9,4.62,0.0,1
C00409,2025-11-18,sensitive,fragrance,online,mobile,google_ads,0.499,835,1,1,1,361170,766946,766946,10,60,7,2,85,1.0,0.181,0.286,0.5,0.443,0.339,0.367,0,1,1.0,0,2.1,6.22,0.6,1
C04291,2025-12-23,normal,haircare,online,desktop,google_ads,0.464,647,1,1,1,174822,214520,214520,9,35,5,3,42,-0.5,-0.571,0.6,0.333,0.437,0.194,0.219,1,0,0.0,0,5.0,4.95,0.0,1
C04257,2025-03-21,dry,bodycare,online,tablet,email,0.508,531,1,0,0,0,0,0,4,26,2,0,117,-0.667,0.0,0.0,0.0,0.431,0.193,0.028,0,0,0.0,0,4.7,2.5,0.0,1
C03331,2025-04-12,oily,sun_care,online,desktop,facebook,0.262,706,0,0,0,0,0,0,16,43,6,3,67,0.0,0.0,0.5,0.0,0.366,0.212,0.117,0,0,0.0,0,3.8,8.05,0.0,1
C04390,2025-11-21,combination,bodycare,social,mobile,tiktok,0.161,917,0,0,1,0,255304,255304,10,75,7,1,39,0.0,0.0,0.143,0.0,0.307,0.475,0.398,0,0,0.0,0,4.2,6.67,0.0,0
C01950,2025-03-06,sensitive,sun_care,online,mobile,facebook,0.43,1222,0,0,0,0,0,0,10,39,4,2,110,0.0,-1.0,0.5,0.0,0.467,0.381,0.594,0,0,0.0,0,4.4,5.41,0.0,0
C00075,2025-11-13,combination,bodycare,online,desktop,facebook,0.753,299,1,0,0,0,0,0,9,34,4,0,124,-0.667,-1.0,0.0,0.0,0.582,0.09,0.048,1,0,0.0,0,4.7,4.86,0.0,1
C00519,2025-02-05,oily,skincare,online,desktop,facebook,0.307,96,0,0,0,0,0,0,13,37,3,0,107,0.0,-1.0,0.0,0.0,0.316,0.207,0.19,0,0,0.0,0,4.3,6.49,0.0,0
C00335,2025-08-09,oily,haircare,store,desktop,organic,0.518,1082,1,0,1,0,252699,252699,11,49,3,1,99,-0.667,-1.0,0.333,0.0,0.417,0.229,0.299,0,0,0.0,0,4.5,6.05,0.0,1
C01688,2025-05-23,normal,fragrance,online,mobile,tiktok,0.446,805,1,1,2,734841,1437266,718633,20,71,5,2,40,1.0,0.309,0.4,0.5,0.478,0.358,0.099,0,0,0.0,0,4.4,10.43,0.0,1
C02147,2025-09-24,sensitive,fragrance,marketplace,desktop,organic,0.363,935,1,2,4,1475787,2777178,694294,22,69,6,3,0,-0.25,0.005,0.5,0.667,0.397,0.27,0.381,1,0,0.0,0,4.8,11.23,0.0,0
C00268,2025-12-07,sensitive,haircare,marketplace,tablet,google_ads,0.419,395,1,1,1,232535,318098,318098,7,17,1,1,75,1.0,1.407,1.0,1.0,0.442,0.199,0.042,0,0,0.0,1,3.5,3.37,0.4,1
C02280,2025-06-27,combination,makeup,online,mobile,google_ads,0.336,387,0,0,0,0,0,0,9,19,3,0,94,-0.5,-1.0,0.0,0.0,0.325,0.193,0.299,0,0,0.0,0,5.0,4.35,0.0,1
C03510,2025-06-01,sensitive,bodycare,online,desktop,tiktok,0.563,662,0,0,0,0,0,0,17,55,11,4,112,0.0,0.0,0.364,0.0,0.471,0.304,0.077,0,0,0.0,0,3.7,9.11,0.0,0
C02227,2025-04-14,dry,bodycare,online,mobile,organic,0.346,628,1,0,0,0,0,0,8,32,2,1,98,-0.5,0.0,0.5,0.0,0.362,0.434,0.146,0,0,0.0,0,4.9,4.28,0.0,0
C00307,2025-07-11,oily,bodycare,store,desktop,organic,0.408,1168,1,5,6,1485399,1787370,297895,14,51,11,5,0,-0.143,-0.043,0.455,1.0,0.454,0.703,0.375,3,0,0.0,0,4.7,7.79,0.0,0
C03370,2025-06-19,sensitive,fragrance,online,mobile,email,0.773,1111,0,1,3,379429,2668179,889393,15,46,5,1,13,-0.333,-0.412,0.2,1.0,0.678,0.422,0.464,2,0,0.0,0,4.4,7.68,0.0,0
C02233,2025-01-18,oily,fragrance,online,mobile,email,0.419,553,1,0,0,0,0,0,7,22,3,0,134,-0.5,-1.0,0.0,0.0,0.412,0.142,0.104,0,0,0.0,0,4.9,3.64,0.0,1
C01794,2025-12-25,dry,bodycare,online,mobile,google_ads,0.35,857,0,1,1,120664,179249,179249,19,59,6,2,61,1.0,-0.656,0.333,0.5,0.265,0.459,0.416,0,0,0.0,0,4.0,9.73,0.0,0
C00796,2025-08-14,dry,makeup,online,tablet,organic,0.417,444,0,0,0,0,0,0,4,22,0,0,96,-0.667,-1.0,0.0,0.0,0.457,0.146,0.019,1,0,0.0,0,5.0,2.26,0.0,1
C00835,2025-03-09,oily,sun_care,online,desktop,facebook,0.053,784,0,1,2,365604,556193,278096,5,35,2,1,71,1.0,0.191,0.5,1.0,0.325,0.473,0.419,0,0,0.0,0,3.6,3.17,0.0,0
C01873,2025-03-19,normal,haircare,online,mobile,email,0.144,285,0,0,0,0,0,0,13,47,2,0,115,0.0,0.0,0.0,0.0,0.253,0.348,0.157,0,0,0.0,0,4.4,6.73,0.0,0
C01641,2025-07-23,dry,skincare,online,mobile,email,0.178,722,0,0,2,0,694787,347393,7,23,4,3,65,0.0,0.0,0.75,0.0,0.233,0.184,0.248,1,0,0.0,0,3.7,3.73,0.0,0
C03314,2025-05-28,sensitive,makeup,online,mobile,facebook,0.407,1010,1,0,1,0,295199,295199,10,38,4,1,65,-0.667,-1.0,0.25,0.0,0.324,0.491,0.393,0,0,0.0,0,4.2,5.38,0.0,1
C00253,2025-09-13,normal,bodycare,store,mobile,tiktok,0.29,417,1,0,0,0,0,0,14,50,3,1,100,-0.5,-1.0,0.333,0.0,0.336,0.091,0.052,1,0,0.0,0,4.4,7.28,0.0,0
C02350,2025-09-22,dry,bodycare,online,mobile,organic,0.355,665,1,2,2,380334,554735,277367,8,47,7,3,57,-0.25,-0.045,0.429,0.667,0.376,0.447,0.397,1,0,0.0,0,4.2,5.03,0.0,0
C03975,2025-08-10,dry,haircare,marketplace,mobile,facebook,0.201,1031,0,1,2,227747,444757,222378,9,34,2,1,0,-0.5,0.399,0.5,1.0,0.302,0.552,0.192,0,0,0.0,0,4.6,4.74,0.0,1
C03553,2025-09-28,combination,haircare,online,mobile,organic,0.417,738,1,0,0,0,0,0,5,22,2,2,101,-0.5,0.0,1.0,0.0,0.314,0.299,0.108,1,0,0.0,0,4.5,2.78,0.0,0
C00813,2025-01-31,oily,skincare,store,mobile,referral,0.319,960,0,1,1,404415,468283,468283,22,46,7,4,66,-0.5,-0.348,0.571,0.25,0.397,0.411,0.473,1,0,0.0,0,4.2,10.6,0.0,0
C02180,2025-06-28,oily,haircare,store,mobile,organic,0.425,379,1,1,2,472408,734231,367115,10,52,6,1,45,0.0,-0.198,0.167,1.0,0.415,0.347,0.072,0,0,0.0,0,4.8,5.92,0.0,0
