lead_id,source,status_at_snapshot,tags,lead_score,priority,campaign_id,product_interest,assigned_to,created_at,days_since_created,total_interactions,last_interaction_type,base_prob,converted_final,revenue_30d
ld_extra_07196,Website,qualified,"['hot-lead', 'vip']",65,medium,cmp_722,Son Dưỡng Môi Nuxe Reve de Miel 4g,user_19,2025-03-21T08:32:00Z,72,3,email,0.3201,0,0
ld_06150,InBound,new,['quan-tam-duong-da'],75,medium,cmp_410,Son Kem Maybelline Mịn Lì Như Nhung CM17 Hạt Dẻ 6.4ml,user_29,2025-10-08T10:10:00Z,17,0,,0.33,0,0
ld_05421,TiktokAds,contacted,[],34,low,cmp_428,Son Trang Điểm Flawsome Echo - Đỏ Cherry 3g,user_02,2025-03-31T14:20:00Z,71,0,,0.0472,0,0
ld_06725,LandingPage,contacted,[],25,high,cmp_617,Son Dưỡng Lip Pure Có Màu Cherry Red - Đỏ Anh Đào 3.8g,user_18,2025-08-18T03:21:00Z,2,2,chat,0.12,0,0
ld_extra_06001,LandingPage,qualified,[],37,low,cmp_796,Son Thỏi Lì Cezanne Mềm Mịn Lâu Trôi #407 Cam Đỏ Cháy 3.9g,user_25,2025-03-29T00:03:00Z,29,0,,0.1189,0,0
ld_05080,FacebookAds,contacted,['quan-tam-duong-da'],39,medium,cmp_882,Son Dưỡng B.O.M 05 Pure Cherry - Hồng San Hô 4.5g,user_10,2025-11-24T03:28:00Z,25,0,,0.0512,0,0
ld_extra_08069,Partner,new,[],60,high,,Son Kem Lì Espoir Marron Chou - Màu Đỏ Cam Đất 7.5g,user_19,2025-04-06T06:50:00Z,55,3,email,0.4873,0,0
ld_02559,Referral,contacted,['quan-tam-duong-da'],48,high,cmp_632,[Mini] Son Kem Lì 3CE Daffodil - Đỏ Đất 1.5g,user_03,2025-04-22T05:57:00Z,75,4,message,0.4684,1,118000
ld_04964,Event,qualified,['vip'],75,high,cmp_346,Son Lì Australis Mềm Mịn #Editorial - Cam Thuần 3.2g,user_20,2025-02-10T09:08:00Z,9,3,chat,0.39,1,228000
ld_extra_05939,TiktokAds,contacted,[],24,medium,cmp_785,Son Lì B.O.M #808 My Warm Red - Đỏ Đất 3.5g,user_24,2025-10-24T13:22:00Z,52,0,,0.0694,0,0
ld_01845,InBound,contacted,['vip'],86,low,cmp_566,Son Kem Bùn Into You Lì Mịn Nhẹ - W3 Đỏ Đất 1.8g,user_24,2025-09-10T15:07:00Z,72,5,message,0.5688,1,108000
ld_extra_00467,Referral,new,['quan-tam-son'],84,medium,cmp_537,Son Kem Lì 3CE Chasing Rose - Hồng Kem Sữa 4.6g,,2025-02-26T07:22:00Z,67,4,message,0.3463,0,0
ld_extra_07262,Referral,contacted,[],62,high,cmp_631,"Tinh Chất Dưỡng Môi Torriden Căng Mọng, Cấp Ẩm 11ml",user_05,2025-05-20T02:03:00Z,73,4,message,0.4524,0,0
ld_extra_05889,InBound,nurturing,[],65,urgent,,Son Kem Bùn & Má Hồng Into You - 342 Hồng Đất 5g (Hũ),user_27,2025-04-08T07:52:00Z,19,2,call,0.3487,0,0
ld_extra_02021,TiktokAds,nurturing,[],26,low,cmp_138,Sáp Dưỡng Môi Vaseline Hồng Xinh 7g,user_14,2025-02-05T17:22:00Z,42,2,call,0.1098,0,0
ld_extra_01528,TiktokAds,contacted,['hot-lead'],34,medium,cmp_140,Son Kem Lì B.O.M #H BG 501 Vintage Brick - Đỏ Gạch 8.5g,user_29,2025-12-25T14:16:00Z,10,1,message,0.222,0,0
ld_extra_09511,InBound,new,"['hot-lead', 'vip']",76,urgent,,Son Môi Flawsome Be My Bae - Đỏ Ruby (Bản Holiday) 2g,user_17,2025-05-13T07:23:00Z,26,2,call,0.407,1,90000
ld_extra_07506,FacebookAds,new,[],60,medium,cmp_208,Son Kem Lì Australis Mịn Môi Cushion - Màu Cam Cháy 4g,,2025-02-03T04:50:00Z,85,1,call,0.0808,0,0
ld_04534,Referral,new,['mua-lai'],76,urgent,cmp_115,Son Tint Carslan Cấp Ẩm Căng Mọng G110 4.5g,,2025-12-18T08:44:00Z,79,3,email,0.6408,1,183000
ld_extra_07323,Website,contacted,[],34,medium,cmp_241,[HSD 05/2026] Son Kem Lì 2In1 Silkygirl 04 Pepper Love Màu Đỏ Cherry 3.8ml,user_07,2025-12-10T20:09:00Z,0,1,email,0.1759,0,0
ld_08659,LandingPage,nurturing,[],52,urgent,cmp_248,Son Kem Lì Glamrr Q 07 Red Letter Day - Đỏ Thuần 5g,user_18,2025-02-11T01:21:00Z,78,0,,0.1416,0,0
ld_04045,Website,nurturing,"['hot-lead', 'vip']",85,low,cmp_868,Son Kem Silkygirl Tươi Mọng Lâu Trôi - 06 Hồng San Hô 4.5g,user_11,2025-11-04T09:58:00Z,4,2,email,0.238,1,68000
ld_extra_02538,FacebookAds,qualified,[],62,low,cmp_590,Son Dưỡng Có Màu Australis Cấp Ẩm Màu #Rich 1.4g,user_23,2025-09-19T06:33:00Z,80,2,chat,0.1044,0,0
ld_extra_09336,InBound,nurturing,['quan-tam-son'],79,medium,,Nước Tẩy Trang Mắt Môi Silkygirl 55ml,user_23,2025-05-12T10:39:00Z,61,3,message,0.345,0,0
ld_extra_00573,TiktokAds,contacted,['mua-lai'],78,medium,cmp_583,Son Tint Bóng Silkygirl 01 Papaya - Cam San Hô 3g,user_11,2025-08-26T14:45:00Z,23,1,message,0.2576,0,0
ld_extra_06724,Website,qualified,"['hot-lead', 'vip']",86,urgent,cmp_861,Son Dưỡng Có Màu Silkygirl 05 Divine - Đỏ Cà Chua 3.2g,user_17,2025-05-22T10:44:00Z,46,3,message,0.4403,0,0
ld_05295,FacebookAds,contacted,['quan-tam-duong-da'],55,low,,Son Lì B.O.M #803 My Orange - Đỏ Cam 3.5g,user_14,2025-11-19T14:04:00Z,68,0,,0.064,0,0
ld_04474,InBound,nurturing,['hot-lead'],88,low,cmp_884,Son Kem Bùn & Má Hồng Into You - 342 Hồng Đất 5g (Hũ),user_28,2025-01-26T16:07:00Z,2,2,email,0.4904,1,112000
ld_03373,Partner,contacted,"['vip', 'mua-lai']",75,urgent,,Son Dưỡng Cocoon Dầu Dừa Bến Tre 5g,user_26,2025-10-20T22:57:00Z,71,3,email,0.64,1,23000
ld_09469,FacebookAds,qualified,[],44,medium,cmp_158,Son Kem Lì 3CE Sepia - Đỏ Táo Trầm 4.6g,user_16,2025-04-19T06:08:00Z,52,0,,0.0552,0,0
ld_06409,Event,contacted,['quan-tam-duong-da'],59,low,cmp_221,Son Kem Lì Flawsome Mịn Nhẹ Queendom - Đỏ Berry Trầm 3g,user_25,2025-02-28T08:50:00Z,50,0,,0.0672,0,0
ld_extra_00092,InBound,nurturing,"['hot-lead', 'vip']",68,medium,cmp_467,Son Kem Lì L'Oreal 115 Snooze Your Alarm - Cam Đất 5ml,,2025-10-09T16:53:00Z,89,0,,0.4686,0,0
ld_03635,InBound,new,"['hot-lead', 'mua-lai']",93,high,cmp_643,Son Tint 3CE Lâu Trôi Màu Tan - Đỏ Nâu Gạch 4.5g,,2025-02-04T21:26:00Z,1,4,message,0.6544,1,266000
ld_07477,LandingPage,contacted,[],54,medium,,Son Kem Lì Nookoi Mềm Mịn Màu R21 Đỏ Cam 4g,user_27,2025-03-30T06:53:00Z,7,0,,0.0632,0,0
ld_extra_05790,TiktokAds,new,"['hot-lead', 'vip']",81,medium,cmp_798,Son Bóng Joocyee Màu 01 Mango Pomelo Sago 3.2g,,2025-12-06T17:42:00Z,34,1,chat,0.1828,0,0
ld_01744,InBound,nurturing,['hot-lead'],58,high,cmp_510,Son Dưỡng Môi Có Màu BareSoul 10g,,2025-03-25T07:22:00Z,67,2,message,0.5464,1,236000
ld_05350,Referral,contacted,['quan-tam-duong-da'],57,medium,cmp_898,Son Kem Lì 3CE Sepia - Đỏ Táo Trầm 4.6g,user_18,2025-09-08T18:50:00Z,1,2,message,0.3156,0,0
ld_extra_00770,InBound,qualified,['mua-lai'],65,urgent,cmp_258,Son Kem Lì Flawsome Mịn Nhẹ Queendom - Đỏ Berry Trầm 3g,user_13,2025-01-21T02:05:00Z,16,0,,0.6046,1,215000
ld_extra_06402,FacebookAds,nurturing,"['vip', 'mua-lai']",43,medium,cmp_473,Son Kem Lì 3CE Mịn Màng Như Nhung Taupe - Đỏ Gạch 4g,user_27,2025-07-29T15:19:00Z,35,3,chat,0.2266,0,0
ld_02017,Website,contacted,['mua-lai'],83,high,cmp_356,Son Lì B.O.M #811 My Fancy Red - Đỏ Rượu 3.5g,user_17,2025-04-11T18:06:00Z,79,4,call,0.3964,1,342000
ld_03518,Partner,contacted,['hot-lead'],84,high,cmp_872,Son Lì B.O.M #811 My Fancy Red - Đỏ Rượu 3.5g,user_23,2025-07-17T23:27:00Z,20,5,chat,0.6472,1,342000
ld_extra_01855,Website,qualified,['vip'],64,medium,cmp_602,Son Kem Black Rouge FV03 Red Hommage - Đỏ Hồng 3.5g,user_04,2025-04-05T14:41:00Z,40,4,chat,0.3913,1,188000
ld_extra_08570,Referral,qualified,"['hot-lead', 'vip']",78,urgent,cmp_815,Son Kem Lì 3CE Mịn Như Nhung Going Right - Hồng Cá Hồi 4g,,2025-10-11T07:27:00Z,48,3,call,0.6613,1,498000
ld_extra_08873,Partner,nurturing,"['hot-lead', 'vip']",90,high,cmp_700,Son Bóng 3CE Dạng Gel Màu Youth 4g,user_07,2025-03-08T07:56:00Z,63,5,chat,0.5524,0,0
ld_extra_03661,TiktokAds,contacted,['hot-lead'],57,urgent,cmp_665,Son Lì B.O.M #808 My Warm Red - Đỏ Đất 3.5g,user_10,2025-03-12T01:58:00Z,9,2,message,0.2564,0,0
ld_extra_09416,InBound,qualified,"['hot-lead', 'vip']",63,urgent,,Son Tint Nookoi Căng Mọng Màu T12 Hồng Dâu 3.8g,user_19,2025-02-04T09:04:00Z,46,3,chat,0.6448,1,316000
ld_extra_07955,InBound,nurturing,['hot-lead'],28,medium,cmp_395,Son Bóng 3CE Dạng Gel Màu Wonder 4g,user_23,2025-01-06T22:34:00Z,45,1,message,0.5499,1,245000
ld_extra_04880,LandingPage,nurturing,['hot-lead'],58,high,cmp_377,Son Kem Black Rouge FV06 Maroon Plum - Đỏ Mận Ánh Hồng 3.5g,user_19,2025-11-28T11:47:00Z,46,2,message,0.425,1,188000
ld_04605,Referral,contacted,['hot-lead'],76,low,cmp_152,Son Lì Australis Mềm Mịn #Editorial - Cam Thuần 3.2g,,2025-01-09T19:27:00Z,0,4,call,0.5608,1,228000
ld_03397,Website,contacted,"['vip', 'mua-lai']",75,urgent,cmp_589,Son Tint Nookoi Căng Mọng Màu T16 Hồng Đỏ Đất 3.8g,user_09,2025-10-04T10:27:00Z,72,2,chat,0.31,1,298000
ld_06148,TiktokAds,contacted,[],75,urgent,cmp_367,Combo Son Dưỡng Môi Nivea Chuyên Sâu + Ban Đêm Lavender 4.8gx2,user_16,2025-07-03T03:53:00Z,60,0,,0.16,0,0
ld_extra_06454,Event,qualified,"['hot-lead', 'vip']",52,medium,cmp_642,[Mini] Son Kem Lì 3CE Laydown - Hồng Đào Trầm Pha Nâu 1.5g,user_04,2025-08-12T20:39:00Z,63,2,chat,0.2516,0,0
ld_00030,FacebookAds,qualified,"['hot-lead', 'mua-lai']",68,high,,Son Bóng Menard TK Màu Hồng Mẫu Đơn A130 3.2g,user_02,2025-04-29T13:18:00Z,30,6,email,0.3844,1,625000
ld_00521,InBound,contacted,"['vip', 'mua-lai']",80,high,cmp_723,[HSD 07/2026] [Mini] Son Kem Lì Maybelline 80 Ruler 2.7ml,user_21,2025-11-01T06:10:00Z,87,5,email,0.644,1,144000
ld_06129,FacebookAds,qualified,['quan-tam-duong-da'],29,medium,cmp_392,Combo 2 Son Dưỡng LipIce Matcha Hương Trà Xanh - Hồng Tự Nhiên + Hương Trà Dâu - Màu Đỏ Cam 2.4g,user_16,2025-04-08T19:34:00Z,77,0,,0.0432,0,0
ld_extra_07836,LandingPage,qualified,[],40,medium,,Son Kem Lì Nookoi Mềm Mịn Màu R24 Hồng Dâu 4g,user_28,2025-01-11T10:17:00Z,27,1,call,0.1206,0,0
ld_extra_04668,Referral,new,['quan-tam-duong-da'],67,urgent,cmp_348,[HSD 06/2026] Son Tint Judydoll Căng Mọng - B10 Đỏ Nâu Caramel 2.4g,,2025-10-13T19:35:00Z,42,1,call,0.3563,1,250000
ld_08591,LandingPage,qualified,[],54,urgent,cmp_840,Son Kem Lì Nookoi Mềm Mịn Màu R21 Đỏ Cam 4g,user_12,2025-12-28T16:09:00Z,79,0,,0.1432,0,0
ld_00132,Referral,qualified,['hot-lead'],78,high,,[HSD 02/2026] Son Kem Lì 2In1 Silkygirl 01 Honey Peach Cam Đào Nude 3.8ml,user_08,2025-02-28T20:10:00Z,11,3,call,0.6424,1,98000
ld_extra_09897,InBound,new,['vip'],61,medium,cmp_235,Son Kem Lì 2In1 Silkygirl 04 Pepper Love Màu Đỏ Cherry 3.8ml,user_22,2025-11-09T22:38:00Z,56,0,,0.2207,0,0
ld_04644,Website,contacted,['quan-tam-duong-da'],63,high,cmp_769,Sáp Dưỡng Môi Vaseline Mềm Mịn 7g,user_24,2025-04-27T23:11:00Z,12,3,email,0.2304,1,69000
ld_05525,TiktokAds,new,[],47,medium,,[HSD 07/2026] Son Tint Judydoll Căng Bóng Mát Lạnh - 11 Hồng Vỏ Đỗ 2.4g,user_09,2025-09-14T00:30:00Z,50,1,call,0.0576,0,0
ld_03818,Website,contacted,['mua-lai'],79,high,,Son Kem Lì Australis Mịn Môi Casual - Màu Đỏ Thuần 4g,user_09,2025-07-12T19:31:00Z,22,3,email,0.3932,1,239000
ld_extra_05702,Website,new,[],60,low,cmp_235,Son Kem Bùn Into You Lì Mịn Nhẹ - W8 Hồng MLBB 1.8g,user_24,2025-07-11T04:04:00Z,6,0,,0.1307,1,108000
ld_extra_00002,Event,new,"['hot-lead', 'mua-lai']",66,medium,cmp_812,Son Tint Joocyee Màu 740 Red Kerria 5.2g,user_05,2025-08-25T02:40:00Z,16,2,message,0.1541,1,154000
ld_extra_07691,LandingPage,qualified,[],56,high,,Combo Judydoll Son Dưỡng Có Màu 04 Hồng Cam Lạnh + Son Tint N05 Hồng Sung Sữa 3g+2.4g,user_08,2025-05-25T10:36:00Z,65,3,message,0.4025,1,335000
ld_extra_06738,Partner,new,"['hot-lead', 'mua-lai']",85,high,cmp_179,[HSD 05/2026] Son Kem Lì 2In1 Silkygirl 05 Cherry Bomb Màu Đỏ Nâu 3.8ml,user_06,2025-11-21T15:48:00Z,15,2,message,0.4082,1,56000
ld_04827,Website,nurturing,['vip'],80,medium,cmp_697,Son Lì B.O.M #811 My Fancy Red - Đỏ Rượu 3.5g,,2025-01-07T21:39:00Z,41,3,chat,0.314,1,342000
ld_extra_08686,FacebookAds,new,['quan-tam-duong-da'],53,low,cmp_285,Son Kem Bùn Into You Lì Mịn Nhẹ - C3 Hồng Hoa Cà 1.8g,user_26,2025-08-11T02:45:00Z,38,0,,0.08,0,0
ld_06175,TiktokAds,new,['quan-tam-duong-da'],81,low,cmp_363,Combo 2 Son Kem Bùn Into You Lì Mịn Nhẹ - C5 Hồng Đất 1.8g,user_03,2025-05-08T02:55:00Z,2,1,email,0.0848,0,0
ld_05529,Partner,new,['quan-tam-duong-da'],36,medium,,Son Bóng 3CE Dưỡng Ẩm 32 Peachy Filling - Cam Đào Ngọt 5g,user_08,2025-01-08T18:34:00Z,81,1,message,0.2988,0,0
ld_extra_00265,Referral,qualified,['hot-lead'],80,high,cmp_721,[Mini] Nước Tẩy Trang Mắt Môi Maybelline 40ml,user_16,2025-08-16T12:01:00Z,32,2,message,0.4391,0,0
ld_extra_09293,InBound,qualified,"['hot-lead', 'vip']",69,high,cmp_569,[HSD 03/2026] Son Bóng Black Rouge HW02 Casual Burnt - Cam Ánh Vàng 3.4g,user_17,2025-04-20T07:51:00Z,79,2,call,0.5015,1,101000
ld_01980,LandingPage,contacted,['quan-tam-duong-da'],76,low,cmp_630,[HSD 03/2026] Son Môi L'Oreal Mịn Lì 276 Le Leather Liberated - Nâu Gạch 1.7g,user_22,2025-02-04T07:22:00Z,89,6,chat,0.1608,1,137000
ld_08488,Event,qualified,[],54,low,cmp_619,Son Tint Black Rouge DL10 Romantic Pink - Hồng Rose 4.1g,user_14,2025-02-10T14:05:00Z,10,2,message,0.0632,0,0
ld_extra_02488,Website,contacted,[],35,low,cmp_760,"Son Dưỡng Môi Milaganics Dừa Dưỡng Ẩm, Giảm Thâm Môi 4.5g",user_29,2025-05-23T03:08:00Z,47,1,call,0.0612,1,27000
ld_extra_08387,Event,qualified,[],61,low,,Son Kem Lì Flawsome Mịn Nhẹ Be Mine - Nâu Cam 3g,user_09,2025-05-17T02:02:00Z,57,1,chat,0.1683,0,0
ld_08204,LandingPage,qualified,[],48,urgent,cmp_867,Son Trang Điểm Flawsome Echo - Đỏ Cherry 3g,,2025-02-12T03:53:00Z,75,2,message,0.1384,0,0
ld_09963,TiktokAds,nurturing,['quan-tam-duong-da'],65,urgent,,[HSD 04/2026] Son Tint Judydoll Căng Bóng Mát Lạnh - 05 Cam Mơ 2.4g,user_01,2025-05-03T13:06:00Z,17,0,,0.152,0,0
ld_extra_04565,LandingPage,contacted,"['vip', 'mua-lai']",47,high,cmp_245,Son Thỏi Lì BYS Mịn Môi L341 Idolise - Hồng Đất 3.5g,user_12,2025-10-29T19:00:00Z,32,1,email,0.2701,0,0
ld_extra_08055,Partner,nurturing,"['hot-lead', 'mua-lai']",42,high,cmp_539,Son Bóng 3CE Dạng Gel Màu Weekend 4g,user_11,2025-11-23T10:18:00Z,32,2,call,0.4572,0,0
ld_extra_02812,InBound,qualified,['mua-lai'],74,high,cmp_531,"[HSD 07/2026] Son Dưỡng Môi Milaganics Gấc Dưỡng Ẩm, Giảm Thâm Môi 4.5g",user_18,2025-09-10T08:49:00Z,8,5,call,0.6777,1,30000
ld_extra_08815,InBound,contacted,['quan-tam-son'],70,urgent,,Son Bóng Joocyee Màu 08 Caramel Milk Tea 3.2g,user_21,2025-05-19T11:58:00Z,39,5,email,0.3603,0,0
ld_extra_06585,TiktokAds,qualified,[],31,medium,cmp_839,Son Kem Lì 3CE Mịn Màng Như Nhung Taupe - Đỏ Gạch 4g,user_27,2025-07-28T04:13:00Z,36,0,,0.1257,0,0
ld_03598,Event,contacted,['hot-lead'],93,high,cmp_562,Son Dưỡng Có Màu Vaseline Đỏ Tươi Tắn 3g,user_26,2025-02-28T19:07:00Z,72,2,call,0.3244,1,77000
ld_extra_05873,TiktokAds,qualified,"['hot-lead', 'vip']",49,urgent,,Son Kem Maybelline 70 The A+ - Đỏ Cam 5ml,user_08,2025-10-23T17:11:00Z,67,4,call,0.3051,0,0
ld_extra_04876,Website,new,['quan-tam-son'],40,high,cmp_395,Dưỡng Môi Đa Năng Pure Paw Paw Chiết Xuất Đu Đủ 25g,user_26,2025-08-21T10:58:00Z,6,0,,0.2127,0,0
ld_02202,Referral,new,['hot-lead'],63,high,,Combo 3 Son Dưỡng LipIce Không Màu Chuyển Kem Mịn (Hương Chanh + Hương Dâu + Không Hương) 4.3g,user_23,2025-03-08T16:26:00Z,48,5,call,0.6304,1,164000
ld_07855,Event,qualified,[],73,high,,Son Kem Lì Black Rouge A28 Mango Tulip - Cam Tulip 4.5g,user_10,2025-06-28T00:05:00Z,12,0,,0.1584,0,0
ld_01580,Partner,nurturing,"['hot-lead', 'vip']",57,urgent,cmp_686,Son Tint Nookoi Căng Mọng Màu T16 Hồng Đỏ Đất 3.8g,user_21,2025-08-28T11:37:00Z,76,4,call,0.6256,1,298000
ld_04399,InBound,contacted,['quan-tam-duong-da'],77,low,cmp_402,Son Lì B.O.M #809 My Chily Red - Đỏ Nâu 3.5g,user_15,2025-08-31T23:57:00Z,85,3,message,0.4116,1,308000
ld_07629,Event,new,[],50,urgent,cmp_321,Son Dưỡng Môi Có Màu BareSoul 10g,,2025-06-18T06:14:00Z,69,1,message,0.14,0,0
ld_extra_09017,TiktokAds,qualified,['quan-tam-duong-da'],48,low,cmp_765,Son Kem Lì Silkygirl Lâu Trôi 06 Bubbly - Đỏ Đất 2ml,user_20,2025-03-25T07:50:00Z,57,1,email,0.1651,0,0
ld_02327,Referral,nurturing,['quan-tam-duong-da'],100,urgent,cmp_424,Son Tint Bóng Silkygirl 02 Sugar - Cam Đào 3g,user_08,2025-01-24T08:44:00Z,11,2,call,0.43,1,294000
ld_extra_06580,Event,new,[],69,medium,cmp_493,Son Kem Lì 3CE Bake Beige - Cam Hồng Phấn 4.6g,user_30,2025-10-12T01:31:00Z,8,0,,0.1094,0,0
ld_extra_06799,Website,qualified,['quan-tam-duong-da'],46,low,cmp_408,Son Bóng 3CE Dạng Gel Màu Shy 4g,user_08,2025-12-15T20:21:00Z,80,0,,0.1078,0,0
ld_extra_09978,InBound,new,['quan-tam-son'],87,urgent,cmp_195,[Mini] Son Kem Lì 3CE Daffodil - Đỏ Đất 1.5g,user_21,2025-12-19T22:42:00Z,37,1,call,0.1712,1,59000
ld_extra_02196,Event,qualified,['quan-tam-duong-da'],43,medium,cmp_837,Son Kem Lì Australis Mịn Môi Cushion - Màu Cam Cháy 4g,user_05,2026-01-01T04:33:00Z,42,0,,0.1386,0,0
ld_extra_01370,FacebookAds,nurturing,[],56,medium,cmp_539,Son Kem Lì Espoir Màu 8 Calm In Mauve 8.5g,,2025-11-04T02:10:00Z,23,1,call,0.121,0,0
ld_extra_06713,Partner,nurturing,['hot-lead'],71,high,cmp_604,Nước Tẩy Trang Mắt Môi Maybelline 150ml,user_16,2025-12-26T18:01:00Z,22,3,chat,0.6422,1,125000
ld_extra_04888,LandingPage,new,"['vip', 'mua-lai']",70,low,cmp_821,Son Kem Lì Judydoll Đầu Bông - N01 Cam Đào 1.8g,,2025-07-19T06:57:00Z,77,0,,0.1595,0,0
ld_extra_03666,TiktokAds,contacted,"['vip', 'mua-lai']",70,urgent,cmp_573,Son Kem Bùn & Má Hồng Into You - 342 Hồng Đất 5g (Hũ),user_04,2025-11-05T14:55:00Z,19,0,,0.3398,0,0
ld_08705,InBound,nurturing,[],68,medium,,Son Kem Lì Espoir Marron Chou - Màu Đỏ Cam Đất 7.5g,user_27,2025-04-13T20:09:00Z,34,2,message,0.3244,0,0
ld_08175,TiktokAds,qualified,[],67,medium,cmp_808,Son Kem Lì Flawsome Mịn Nhẹ Queendom - Đỏ Berry Trầm 3g,user_14,2025-06-29T10:45:00Z,42,3,call,0.1536,0,0
ld_extra_02310,TiktokAds,new,"['hot-lead', 'vip']",83,medium,cmp_784,Son Kem Lì Nookoi Mềm Mịn Màu R23 Cam Sữa 4g,user_29,2025-11-17T03:14:00Z,54,0,,0.2294,1,158000
ld_05925,Event,nurturing,[],48,low,cmp_490,Son Tint Nookoi Căng Mọng Màu T14 Đỏ Cam Đất 3.8g,user_10,2025-04-11T15:01:00Z,23,0,,0.0584,0,0
ld_09702,InBound,nurturing,['quan-tam-duong-da'],30,low,cmp_873,Son Kem Bùn Into You Lì Mịn Nhẹ - C3 Hồng Hoa Cà 1.8g,user_28,2025-05-15T15:19:00Z,54,0,,0.294,0,0
ld_extra_01716,FacebookAds,contacted,['quan-tam-duong-da'],36,low,,Son Bóng 3CE Dạng Gel Màu Neat 4g,user_19,2025-11-06T12:53:00Z,21,1,email,0.1566,0,0
ld_09327,InBound,contacted,['quan-tam-duong-da'],31,urgent,cmp_425,Sáp Tẩy Trang Banila Co Original Cho Mọi Loại Da 100ml,user_11,2025-06-29T14:34:00Z,39,1,call,0.3748,0,0
ld_06865,InBound,contacted,[],26,urgent,cmp_837,Son Bóng Maybelline 130 Extra - Đỏ Nâu Đất 4.2ml,,2025-06-04T20:26:00Z,43,0,,0.3708,0,0
ld_05067,InBound,new,[],24,medium,cmp_435,[HSD 03/2026] Son Tint Judydoll Căng Mọng - 11 Hồng Đất 2.4g,user_22,2025-09-05T16:50:00Z,59,2,call,0.2892,0,0
ld_06841,TiktokAds,nurturing,[],30,medium,cmp_400,Son Bóng 3CE Dạng Gel Màu Wonder 4g,user_10,2025-05-05T15:35:00Z,52,3,email,0.124,0,0
ld_07909,LandingPage,contacted,[],31,urgent,cmp_129,Son Kem Lì Black Rouge A10 Red Berry - Đỏ Berry 4.5g,user_12,2025-09-25T20:18:00Z,38,2,email,0.1248,0,0
ld_extra_04402,Referral,qualified,['hot-lead'],69,high,cmp_697,Son Tint Bóng Silkygirl 01 Papaya - Cam San Hô 3g,user_22,2025-01-27T05:07:00Z,61,4,chat,0.6623,1,129000
ld_extra_04206,Website,qualified,"['hot-lead', 'vip']",70,high,cmp_769,Son Kem Lì 3CE Laydown - Thạch Trà Ô Long 4.6g,,2025-11-23T14:27:00Z,89,6,email,0.4646,1,249000
ld_02770,InBound,contacted,"['hot-lead', 'vip']",80,medium,cmp_651,Son Bóng 3CE Dạng Gel Màu Weekend 4g,user_09,2025-07-07T05:17:00Z,66,2,email,0.484,1,257000
ld_00389,Partner,qualified,"['hot-lead', 'mua-lai']",79,high,cmp_716,Son Kem Lì Glamrr Q 01 Glad Day - Đỏ Nâu 5g,user_05,2025-02-19T10:05:00Z,69,3,message,0.6432,1,168000
ld_01954,InBound,contacted,['mua-lai'],72,low,cmp_701,Son Kem Bùn Into You Lì Mịn Nhẹ - C3 Hồng Hoa Cà 1.8g,user_28,2025-06-23T07:13:00Z,68,3,chat,0.5576,1,324000
ld_extra_06121,Website,nurturing,[],16,low,cmp_673,Son Kem Lì 2In1 Silkygirl 04 Pepper Love Màu Đỏ Cherry 3.8ml,user_21,2025-11-14T03:55:00Z,51,0,,0.176,0,0
ld_extra_06252,Referral,new,"['hot-lead', 'vip']",66,medium,,Nước Tẩy Trang Mắt Môi Silkygirl 55ml,user_03,2025-03-23T02:10:00Z,75,1,chat,0.26,0,0
ld_extra_02370,FacebookAds,new,[],49,low,cmp_117,Son Dưỡng Lip Pure Có Màu Cherry Red - Đỏ Anh Đào 3.8g,user_29,2025-07-28T17:34:00Z,72,0,,0.0543,0,0
ld_extra_05755,TiktokAds,contacted,['quan-tam-son'],81,low,cmp_342,Son Kem Bùn & Má Hồng Into You - EM05 Cam Đất 2g (Thỏi),user_06,2025-12-18T19:02:00Z,23,2,message,0.106,0,0
ld_extra_07484,Website,new,"['hot-lead', 'vip']",81,high,cmp_247,Son Lì B.O.M #811 My Fancy Red - Đỏ Rượu 3.5g,user_17,2025-09-15T09:18:00Z,54,4,call,0.4407,0,0
ld_00316,Event,nurturing,['hot-lead'],62,high,,Son Tint Nookoi Căng Mọng Màu T13 Hồng Đào 3.8g,user_20,2025-09-03T09:27:00Z,74,6,call,0.3796,1,158000
ld_02005,FacebookAds,contacted,['mua-lai'],70,low,,Son Kem Lì Australis Mịn Môi Dreamy - Màu Hồng Sen 4g,user_04,2025-10-01T08:00:00Z,83,4,call,0.306,1,239000
ld_extra_05455,Event,nurturing,[],14,low,cmp_779,Son Dưỡng Menard Giàu Ẩm Bạc Hà 3.2g,,2025-07-26T13:40:00Z,14,1,message,0.1372,0,0
ld_00414,FacebookAds,new,['hot-lead'],68,low,cmp_762,Son Bóng 3CE Dạng Gel Màu Very Sure 4g,user_21,2025-09-27T03:59:00Z,28,3,chat,0.3044,1,257000
ld_07316,Partner,new,[],44,urgent,cmp_435,Son Dưỡng Laneige Căng Bóng Hương Xoài 10g,user_28,2025-08-26T02:38:00Z,39,1,message,0.3852,0,0
ld_extra_03743,Event,qualified,[],66,high,cmp_429,Son Lì Naris Ailus Mịn Môi Màu 02 Đỏ Cam 4g,user_11,2025-03-03T19:22:00Z,86,2,chat,0.236,1,263000
